0.145,-0.075,-0.3412,0.8591,0,0.111
0.146,-0.074,-0.3275,0.8435,0,0.111
0.147,-0.073,-0.3137,0.8278,0,0.111
0.148,-0.072,-0.2998,0.8117,0,0.111
0.149,-0.071,-0.286,0.7955,0,0.111
0.15,-0.07,-0.2721,0.779,0,0.111
0.151,-0.069,-0.2582,0.7622,0,0.111
0.152,-0.068,-0.2442,0.7452,0,0.111
0.153,-0.067,-0.2302,0.7279,0,0.111
0.154,-0.066,-0.2162,0.7103,0,0.111
0.155,-0.065,-0.2021,0.6925,0,0.111
0.156,-0.064,-0.1879,0.6744,0,0.111
0.157,-0.063,-0.1736,0.6559,0,0.111
0.158,-0.062,-0.1593,0.6372,0,0.111
0.159,-0.061,-0.1449,0.6181,0,0.111
0.16,-0.06,-0.1304,0.5987,0,0.111
0.161,-0.059,-0.1158,0.5789,0,0.111
0.162,-0.058,-0.1011,0.5588,0,0.111
0.163,-0.057,-0.0863,0.5383,0,0.111
0.164,-0.056,-0.0713,0.5174,0,0.111
0.165,-0.055,-0.0562,0.496,0,0.111
0.165,-0.055,-0.0562,0.496,0,1
0.145,-0.055,-0.1907,0.8282,0,1
0.145,-0.055,-0.1907,0.8282,0,0.111
0.146,-0.056,-0.1927,0.8157,0,0.111
0.147,-0.057,-0.1946,0.8029,0,0.111
0.148,-0.058,-0.1962,0.79,0,0.111
0.149,-0.059,-0.1977,0.7768,0,0.111
0.15,-0.06,-0.1989,0.7634,0,0.111
0.151,-0.061,-0.1999,0.7497,0,0.111
0.152,-0.062,-0.2008,0.7358,0,0.111
0.153,-0.063,-0.2014,0.7216,0,0.111
0.154,-0.064,-0.2018,0.7072,0,0.111
0.155,-0.065,-0.2021,0.6925,0,0.111
0.156,-0.066,-0.2021,0.6776,0,0.111
0.157,-0.067,-0.2019,0.6623,0,0.111
0.158,-0.068,-0.2014,0.6468,0,0.111
0.159,-0.069,-0.2008,0.631,0,0.111
0.16,-0.07,-0.1999,0.615,0,0.111
0.161,-0.071,-0.1989,0.5986,0,0.111
0.162,-0.072,-0.1975,0.5819,0,0.111
0.163,-0.073,-0.196,0.5649,0,0.111
0.164,-0.074,-0.1942,0.5475,0,0.111
0.165,-0.075,-0.1922,0.5298,0,0.111
