0.08,0,0.2159,1.2901,-1.1424,0.40
0.08,-0.0031,0.1848,1.3166,-1.1424,0.40
0.08,-0.0062,0.1533,1.3424,-1.1424,0.40
0.08,-0.0092,0.1215,1.3674,-1.1424,0.40
0.08,-0.0123,0.0892,1.3916,-1.1424,0.40
0.08,-0.0154,0.0564,1.415,-1.1424,0.39
0.08,-0.0185,0.0232,1.4376,-1.1424,0.38
0.08,-0.0215,-0.0104,1.4594,-1.1424,0.37
0.08,-0.0246,-0.0446,1.4803,-1.1424,0.36
0.08,-0.0277,-0.0793,1.5003,-1.1424,0.35
0.08,-0.0308,-0.1145,1.5194,-1.1424,0.34
0.08,-0.0338,-0.1502,1.5375,-1.1424,0.33
0.08,-0.0369,-0.1864,1.5547,-1.1424,0.32
0.08,-0.04,-0.2232,1.5709,-1.1424,0.31
0.08,-0.0431,-0.2604,1.5861,-1.1424,0.30
0.08,-0.0462,-0.2981,1.6002,-1.1424,0.30
0.08,-0.0492,-0.3362,1.6132,-1.1424,0.29
0.08,-0.0523,-0.3747,1.6251,-1.1424,0.30
0.08,-0.0554,-0.4136,1.6359,-1.1424,0.30
0.08,-0.0585,-0.4527,1.6455,-1.1424,0.30
0.08,-0.0615,-0.492,1.6538,-1.1424,0.30
0.08,-0.0646,-0.5315,1.6609,-1.1424,0.30
0.08,-0.0677,-0.5711,1.6668,-1.1424,0.30
0.08,-0.0708,-0.6105,1.6714,-1.1424,0.30
0.08,-0.0738,-0.6498,1.6747,-1.1424,0.30
0.08,-0.0769,-0.6889,1.6766,-1.1424,0.30
0.08,-0.08,-0.7276,1.6773,-1.1424,0.30
0.08,-0.0831,-0.7658,1.6766,-1.1424,0.30
0.08,-0.0862,-0.8034,1.6747,-1.1424,0.30
0.08,-0.0892,-0.8403,1.6714,-1.1424,0.30
0.08,-0.0923,-0.8764,1.6668,-1.1424,0.30
0.08,-0.0954,-0.9115,1.6609,-1.1424,0.30
0.08,-0.0985,-0.9456,1.6538,-1.1424,0.30
0.08,-0.1015,-0.9787,1.6455,-1.1424,0.30
0.08,-0.1046,-1.0106,1.6359,-1.1424,0.30
0.08,-0.1077,-1.0412,1.6251,-1.1424,0.30
0.08,-0.1108,-1.0705,1.6132,-1.1424,0.30
0.08,-0.1138,-1.0985,1.6002,-1.1424,0.30
0.08,-0.1169,-1.1252,1.5861,-1.1424,0.30
0.08,-0.12,-1.1504,1.5709,-1.1424,0.30
