0.11,0.01,0.2899,0.9028,-0.4464,0.2111
0.11,0.0077,0.2676,0.9239,-0.4464,0.2111
0.11,0.0054,0.2453,0.9444,-0.4464,0.2111
0.11,0.0031,0.2229,0.9643,-0.4464,0.2111
0.11,0.0008,0.2006,0.9838,-0.4464,0.2111
0.11,-0.0015,0.1782,1.0027,-0.4464,0.2111
0.11,-0.0038,0.1558,1.021,-0.4464,0.2111
0.11,-0.0062,0.1334,1.0389,-0.4464,0.2111
0.11,-0.0085,0.111,1.0562,-0.4464,0.2111
0.11,-0.0108,0.0885,1.073,-0.4464,0.2111
0.11,-0.0131,0.066,1.0893,-0.4464,0.2111
0.11,-0.0154,0.0435,1.1051,-0.4464,0.2111
0.11,-0.0177,0.0209,1.1204,-0.4464,0.2111
0.11,-0.02,-0.0018,1.1352,-0.4464,0.2111
0.11,-0.0223,-0.0244,1.1494,-0.4464,0.2111
0.11,-0.0246,-0.0471,1.1631,-0.4464,0.2111
0.11,-0.0269,-0.0699,1.1763,-0.4464,0.2111
0.11,-0.0292,-0.0927,1.189,-0.4464,0.2111
0.11,-0.0315,-0.1155,1.2012,-0.4464,0.2111
0.11,-0.0338,-0.1383,1.2128,-0.4464,0.2111
0.11,-0.0362,-0.1612,1.2239,-0.4464,0.2111
0.11,-0.0385,-0.1841,1.2345,-0.4464,0.2111
0.11,-0.0408,-0.207,1.2445,-0.4464,0.2111
0.11,-0.0431,-0.2299,1.254,-0.4464,0.2111
0.11,-0.0454,-0.2527,1.2629,-0.4464,0.2111
0.11,-0.0477,-0.2756,1.2713,-0.4464,0.2111
0.11,-0.05,-0.2984,1.2791,-0.4464,0.2111
0.11,-0.0523,-0.3212,1.2864,-0.4464,0.2111
0.11,-0.0546,-0.344,1.2931,-0.4464,0.2111
0.11,-0.0569,-0.3666,1.2992,-0.4464,0.2111
0.11,-0.0592,-0.3892,1.3048,-0.4464,0.2111
0.11,-0.0615,-0.4117,1.3098,-0.4464,0.2111
0.11,-0.0638,-0.4341,1.3142,-0.4464,0.2111
0.11,-0.0662,-0.4564,1.318,-0.4464,0.2111
0.11,-0.0685,-0.4785,1.3213,-0.4464,0.2111
0.11,-0.0708,-0.5004,1.3239,-0.4464,0.2111
0.11,-0.0731,-0.5222,1.326,-0.4464,0.2111
0.11,-0.0754,-0.5437,1.3275,-0.4464,0.2111
0.11,-0.0777,-0.5651,1.3284,-0.4464,0.2111
0.11,-0.08,-0.5862,1.3287,-0.4464,0.2111
