0.14,0.01,0.3608,0.5045,-0.2372,0.151
0.14,0.0077,0.3382,0.5276,-0.2372,0.151
0.14,0.0054,0.3158,0.5498,-0.2372,0.151
0.14,0.0031,0.2937,0.5713,-0.2372,0.151
0.14,0.0008,0.2717,0.592,-0.2372,0.151
0.14,-0.0015,0.2499,0.6119,-0.2372,0.151
0.14,-0.0038,0.2282,0.6312,-0.2372,0.151
0.14,-0.0062,0.2068,0.6498,-0.2372,0.151
0.14,-0.0085,0.1854,0.6677,-0.2372,0.151
0.14,-0.0108,0.1642,0.6849,-0.2372,0.151
0.14,-0.0131,0.1432,0.7016,-0.2372,0.151
0.14,-0.0154,0.1222,0.7175,-0.2372,0.151
0.14,-0.0177,0.1014,0.7329,-0.2372,0.151
0.14,-0.02,0.0807,0.7477,-0.2372,0.151
0.14,-0.0223,0.0601,0.7619,-0.2372,0.151
0.14,-0.0246,0.0396,0.7755,-0.2372,0.151
0.14,-0.0269,0.0193,0.7885,-0.2372,0.151
0.14,-0.0292,-0.0009,0.8009,-0.2372,0.151
0.14,-0.0315,-0.0211,0.8127,-0.2372,0.151
0.14,-0.0338,-0.0411,0.824,-0.2372,0.151
0.14,-0.0362,-0.061,0.8348,-0.2372,0.151
0.14,-0.0385,-0.0807,0.8449,-0.2372,0.151
0.14,-0.0408,-0.1004,0.8545,-0.2372,0.151
0.14,-0.0431,-0.1199,0.8636,-0.2372,0.151
0.14,-0.0454,-0.1393,0.8721,-0.2372,0.151
0.14,-0.0477,-0.1585,0.88,-0.2372,0.151
0.14,-0.05,-0.1776,0.8874,-0.2372,0.151
0.14,-0.0523,-0.1966,0.8942,-0.2372,0.151
0.14,-0.0546,-0.2154,0.9005,-0.2372,0.151
0.14,-0.0569,-0.234,0.9063,-0.2372,0.151
0.14,-0.0592,-0.2525,0.9115,-0.2372,0.151
0.14,-0.0615,-0.2708,0.9161,-0.2372,0.151
0.14,-0.0638,-0.2889,0.9202,-0.2372,0.151
0.14,-0.0662,-0.3068,0.9238,-0.2372,0.151
0.14,-0.0685,-0.3245,0.9268,-0.2372,0.151
0.14,-0.0708,-0.3421,0.9293,-0.2372,0.151
0.14,-0.0731,-0.3594,0.9312,-0.2372,0.151
0.14,-0.0754,-0.3764,0.9325,-0.2372,0.151
0.14,-0.0777,-0.3933,0.9334,-0.2372,0.151
0.14,-0.08,-0.4099,0.9336,-0.2372,0.151
