0.085,-0.015,0.0511,1.3651,0,0.111
0.086,-0.014,0.0601,1.3481,0,0.111
0.087,-0.013,0.0691,1.331,0,0.111
0.088,-0.012,0.0781,1.3138,0,0.111
0.089,-0.011,0.0872,1.2965,0,0.111
0.09,-0.01,0.0963,1.2791,0,0.111
0.091,-0.009,0.1055,1.2616,0,0.111
0.092,-0.008,0.1147,1.244,0,0.111
0.093,-0.007,0.124,1.2263,0,0.111
0.094,-0.006,0.1332,1.2085,0,0.111
0.095,-0.005,0.1426,1.1905,0,0.111
0.096,-0.004,0.152,1.1724,0,0.111
0.097,-0.003,0.1614,1.1542,0,0.111
0.098,-0.002,0.1709,1.1358,0,0.111
0.099,-0.001,0.1804,1.1173,0,0.111
0.1,-0,0.19,1.0986,0,0.111
0.101,0.001,0.1997,1.0798,0,0.111
0.102,0.002,0.2094,1.0609,0,0.111
0.103,0.003,0.2192,1.0417,0,0.111
0.104,0.004,0.2291,1.0224,0,0.111
0.105,0.005,0.239,1.003,0,0.111
0.105,0.005,0.239,1.003,0,1
0.085,0.005,0.255,1.2011,0,1
0.085,0.005,0.255,1.2011,0,0.111
0.086,0.004,0.2433,1.201,0,0.111
0.087,0.003,0.2316,1.2007,0,0.111
0.088,0.002,0.2201,1.2001,0,0.111
0.089,0.001,0.2087,1.1994,0,0.111
0.09,-0,0.1974,1.1984,0,0.111
0.091,-0.001,0.1862,1.1973,0,0.111
0.092,-0.002,0.1751,1.1959,0,0.111
0.093,-0.003,0.1641,1.1943,0,0.111
0.094,-0.004,0.1533,1.1925,0,0.111
0.095,-0.005,0.1426,1.1905,0,0.111
0.096,-0.006,0.132,1.1883,0,0.111
0.097,-0.007,0.1215,1.1858,0,0.111
0.098,-0.008,0.1112,1.1832,0,0.111
0.099,-0.009,0.1009,1.1803,0,0.111
0.1,-0.01,0.0909,1.1772,0,0.111
0.101,-0.011,0.0809,1.174,0,0.111
0.102,-0.012,0.0712,1.1705,0,0.111
0.103,-0.013,0.0615,1.1668,0,0.111
0.104,-0.014,0.052,1.1629,0,0.111
0.105,-0.015,0.0427,1.1588,0,0.111
